0,1,2,3,4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.01414213562373095,0.0,0.0,0.0,0.0
0.01414213562373095,0.0,0.0,0.0,0.0
0.0,0.01414213562373095,0.01414213562373095,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.01414213562373095,0.01,0.0,0.0,0.0
0.15264337522473748,0.0,0.01,0.0,0.0
0.31622776601683794,0.18027756377319948,0.022360679774997897,0.0,0.0
0.4622769732530488,0.2765863337187866,0.0,0.0,0.0
0.6981403870282825,0.388329756778952,0.11661903789690602,0.01,0.0
0.7402702209328699,0.45,0.17204650534085256,0.0,0.0
0.7657675887630659,0.5122499389946279,0.01,0.01,0.0
0.7998124780221924,0.5805170109479997,0.01,0.0,0.0
0.8348652585896721,0.6081118318204308,0.01,0.0,0.0
1.223315167894194,1.1030865786510142,0.9052071586106686,0.42011903075200013,0.0
1.1879393923933999,0.9899494936611665,0.6931089380465383,0.06403124237432849,0.0
1.1596551211459378,0.9121951545584969,0.6152235366108809,0.022360679774997897,0.0
1.145512985522207,0.8627861844049196,0.5099019513592785,0.0,0.0
1.138463877336475,0.8348652585896721,0.3360059523282289,0.01,0.0
